"","Domain","Phylum","Class","Order","Family","Genus","Species"
"0180f9adea4500e80d0bae4427b14fed","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","MB11C04_marine_group",""
"e4689b297d7e595fa8d6789ded0d07db","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Arcicella","uncultured_bacterium"
"f1fb57caeec100921d86b2f7acca8005","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","uncultured",""
"401069b7b056457f45cf34f779257980","Bacteria","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_bacterium_SCGC_AAA003-E22"
"7408f207a6e70cb1498c2616555d7fa7","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured",""
"af45305d9ea8450c0b1a4d9c236d6330","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae","uncultured","uncultured_bacterium"
"fefdb52dcd67cdc297ddb65e0c6001be","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","uncultured","uncultured_bacterium"
"730c90c27e6949993fd757750a338241","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","NS11-12_marine_group","uncultured_marine_bacterium"
"cc6c7cff1acdbf54f7fcfe0e7bc64a1a","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Saccharospirillaceae","uncultured","uncultured_gamma_proteobacterium"
"7724f55f954af6fc273a7dba53f926d7","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9_marine_group","NS9_marine_group",""
"083d423b2098496f6954dac5b5737372","Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae","Vermiphilaceae",""
"cf23db4aca1cd994bdf21b0c0f7d5bda","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","AEGEAN-169_marine_group","AEGEAN-169_marine_group",""
"62ce5b21e210cd2ee99e9b0ee666bf4e","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Candidatus_Flaviluna","uncultured_actinobacterium"
"d0847b4789e6305b84737683a909cb31","Bacteria","Proteobacteria","Alphaproteobacteria","","","",""
"33a3e4cd3dbd0d95dae49bf3da44c1dc","Bacteria","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","uncultured_SAR324_cluster_bacterium"
"47eb5083d317e68aefe317024f27b0fa","Bacteria","Proteobacteria","Gammaproteobacteria","Coxiellales","Coxiellaceae","Coxiella","uncultured_bacterium"
"c2c551d99edcc84bc186a566cf9147b5","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Polaribacter","Polaribacter_gangjinensis"
"597c71e6c586cc10c75b7bbfc3a4e69d","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",""
"31ac9152a17807a4d5a465e0a8aeb572","Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","uncultured","uncultured","uncultured_bacterium"
"a7b5b22e9563849db39d51202e05595b","Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","","",""
"732a6ca4febc6fd8f50ab4187820e705","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","uncultured_bacterium"
"6f7b6fc27afa393bca1684742365f78c","Bacteria","Nitrospinota","Nitrospinia","Nitrospinales","Nitrospinaceae","Nitrospina",""
"02e2364978692e2c0cb3ae758d123507","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_II","Clade_II",""
"7295d8061fff1c9b8abead5ebd78899a","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","AEGEAN-169_marine_group","AEGEAN-169_marine_group","uncultured_Alphaproteobacteria_bacterium"
"8e94a6665e9cb044c65ee89aeede9c3c","Bacteria","Planctomycetota","BD7-11","BD7-11","BD7-11","BD7-11","uncultured_planctomycete"
"1b51c2bcf60cbc321d30329cde2495a5","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86_clade","SAR86_clade","SAR86_clade",""
"2c00b6eb89f65a50414581d89e955095","Bacteria","Proteobacteria","Gammaproteobacteria","Ectothiorhodospirales","Ectothiorhodospiraceae","uncultured","uncultured_marine_bacterium"
"64e0de6c76ef3a0da5c3ea573722c2c9","Bacteria","Proteobacteria","Gammaproteobacteria","Ga0077536","Ga0077536","Ga0077536",""
"12c469e870a8ab49be730416378b52c6","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",""
"fed37e3c62b4a3abbb17a866a81fb4dd","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Halioglobus",""
"b8cc7c911662082d3371337e77b05739","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula","marine_metagenome"
"126036f0a6c3ffc599d288d7e38ce6d5","Bacteria","Nitrospinota","Nitrospinia","Nitrospinales","Nitrospinaceae","LS-NOB",""
"8aa7983b71eda346a28d2d741ae0f460","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","Sva0996_marine_group","uncultured_bacterium"
"45194ef7659f8cc53af0f97fb9e7a51d","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","","",""
"0fad182ac67e3e9fa715b922eeea6f6d","Bacteria","Chloroflexi","Dehalococcoidia","SAR202_clade","SAR202_clade","SAR202_clade",""
"a3180532e09341d3a0b97f32c57ba778","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Cellvibrio","uncultured_Cellvibrio_sp."
"cca7e8354fafcd9263435ecc1397b598","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS3a_marine_group",""
"ee7349111e10fb6d99e1ddbb3fbfb49f","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","uncultured","uncultured_beta_proteobacterium"
"573df16c8c0c73cbdff0439b144325a7","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Algoriphagus",""
"a3f348505125e7a87fde57f8ac2764c0","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae","uncultured","uncultured_bacterium"
"20aa2b0ac6698b110714d33856d84e2b","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_II","Clade_II",""
"0fdc4dd3b663cdfe99faf53c2ba54304","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_II","Clade_II",""
"b29c510079d8337b7a55a3942de2b43d","Bacteria","Proteobacteria","Gammaproteobacteria","","","",""
"525a9a2c8b8b3e7b24b03fa272140ab9","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9_marine_group","NS9_marine_group",""
"8d6f2cf0eb640c2884c18acc9ef4ce89","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9_marine_group","NS9_marine_group","uncultured_Flavobacteriia_bacterium"
"32da7109aee48064fd1261a35ed95ddc","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Pseudohongiellaceae","Pseudohongiella","uncultured_gamma_proteobacterium"
"43d0af9b40665d840fec384958b66f19","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Psychroserpens","uncultured_Psychroserpens_sp."
"51c2e94ae4c7ca9ae2765175b001d535","Bacteria","Chloroflexi","Dehalococcoidia","SAR202_clade","SAR202_clade","SAR202_clade",""
"be2862787d1e8a59930fa3580ea0d0d5","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","SH3-11","bacterium_SH3-11"
"2cabfa347d3a9922a7843836b877deda","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Methylotenera","uncultured_beta_proteobacterium"
"817741e0546c9aeb327a353de61dbe51","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Alkanindiges","uncultured_bacterium"
"77a127c64d10dafdbdfbeb648711a1ca","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","","",""
"1b28b1f35beaa8c585067cb85965cf73","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","Candidatus_Planktophila",""
"efaa4b9ea10e876366640c1ee4165e31","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aquibacter","uncultured_bacterium"
"c9e267c68b9f69f6a4194f8dd358b463","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4_marine_group","uncultured_Flavobacteriaceae_bacterium"
"b6cc3469b9b167f261bded932c132585","Bacteria","Nitrospinota","Nitrospinia","Nitrospinales","Nitrospinaceae","LS-NOB","uncultured_bacterium"
"1fb16d846dc2afb4a458e4674b733d1d","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9_marine_group","NS9_marine_group","uncultured_marine_bacterium"
"44ce65730bfc799b2ef91bfd5effd090","Bacteria","Margulisbacteria","Margulisbacteria","Margulisbacteria","Margulisbacteria","Margulisbacteria",""
"7a15e5a5a72b93ddbc20b6ed34f7cd02","Bacteria","Nitrospinota","Nitrospinia","Nitrospinales","Nitrospinaceae","LS-NOB",""
"0247a7b154d0733d3928986a340f1487","Bacteria","Bacteroidota","Bacteroidia","","","",""
"fa6387b4227506fb0e57137f6eecca60","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5_marine_group",""
"606e4e45cc9fc840f19af5e905603c38","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4_marine_group",""
"305d44382908bf903c550ec0c3ef78b0","Bacteria","Planctomycetota","OM190","OM190","OM190","OM190","marine_metagenome"
"604c6dc59b5f44b6f78ae4abfb968b5c","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","MB11C04_marine_group",""
"f4405d599f9431532af0a19291eb488e","Bacteria","","","","","",""
"6157671a6a39ce52ebf20b5ea1b163a5","Bacteria","Proteobacteria","Gammaproteobacteria","OM182_clade","OM182_clade","OM182_clade",""
"26fdc0945f5e9d0a6849128dc140da57","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Bacteriovorax",""
"d11424a296c9b70824dfec37aa57b854","Bacteria","Desulfobacterota","Desulfuromonadia","PB19","PB19","PB19","uncultured_delta_proteobacterium"
"a853b371d2f412b84fb8c95430040f6c","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae","NS10_marine_group","uncultured_Flavobacteriia_bacterium"
"486126c2764c38fca4fe850d120b6415","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","uncultured","uncultured_delta_proteobacterium"
"bb554f48f8d36d9f97bc1bc4c2e02017","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter",""
"48ee6a6f51309f960a36584988e5fd4a","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","",""
"436d121f1adc55476e933c2c354f4218","Bacteria","Nitrospinota","Nitrospinia","Nitrospinales","Nitrospinaceae","Nitrospina",""
"d2c0f030a84cd4bac0707804f1528070","Bacteria","Proteobacteria","Gammaproteobacteria","OM182_clade","OM182_clade","OM182_clade",""
"87b1ccb2e6243de4f147c8285216fccc","Bacteria","Desulfobacterota","Desulfuromonadia","PB19","PB19","PB19","uncultured_marine_bacterium"
"4eb9eea867f566875fbde0b1d78af5ac","Bacteria","","","","","",""
"1d50c2b6bd1de2fee980603f84bd5826","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Psychromonadaceae","Psychromonas",""
"14fd82adc8e3c6f67e3226c54864e839","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Opitutus",""
"e118a7fd17f4ab1564bedc1b4506aab5","Bacteria","Nitrospinota","Nitrospinia","Nitrospinales","Nitrospinaceae","Nitrospina","uncultured_organism"
"b14d56ec028fdb5103f0122f45ac45a8","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9_marine_group","NS9_marine_group",""
"a0907c8ac087b0fa6df02dd22ecc4e8d","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_II","Clade_II",""
"a1a084f51b9e8bc77ea692fb0f71065d","Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Nitrosococcaceae","Cm1-21","uncultured_gamma_proteobacterium"
"1175dbb30de52cf2a463475ce263960c","Bacteria","Nitrospinota","Nitrospinia","Nitrospinales","Nitrospinaceae","Nitrospina",""
"2bf4a75c1b508e47bae1e9169283287a","Bacteria","Proteobacteria","Gammaproteobacteria","SS1-B-07-19","SS1-B-07-19","SS1-B-07-19","uncultured_bacterium"
"d4ab96ac90ca2321052a3a7a1b3b81e3","Bacteria","Hydrogenedentes","Hydrogenedentia","Hydrogenedentiales","Hydrogenedensaceae","Hydrogenedensaceae","uncultured_bacterium"
"52c00cdc5c9abc64267d0d16fc62a323","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","Lentimicrobiaceae",""
"e4e745b604df18f687f9dd1f6b378422","Bacteria","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)",""
"fe3db8fe5f3c56a36defeb439ba00c93","Bacteria","Chloroflexi","Dehalococcoidia","SAR202_clade","SAR202_clade","SAR202_clade",""
"2b14ac9b8c0b90f5bfbcb254b74de189","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Croceicoccus","Croceicoccus_marinus"
"c552c47843a99ca32cc579b79135e315","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86_clade","SAR86_clade","SAR86_clade",""
"76b78422a5fcfb411b828287b58f1d01","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Aureispira","uncultured_Bacteroidetes_bacterium"
"42daa43a2b41718651f81df1bf14b6b9","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9_marine_group","NS9_marine_group","hydrothermal_vent_metagenome"
"40a82e3dc9d9973f01a0289f03a2e6b6","Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","uncultured","uncultured","hydrothermal_vent_metagenome"
"e51049032f4972f21a981adbab6e1a84","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_II","Clade_II",""
"ab6dcc412f11cab670379a6db13668a2","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_I","Clade_Ib",""
"48972e729da289da45a8a5c36509deb1","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_II","Clade_II",""
"5591eef6ada9ebc75ee4a7ab448bd298","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","uncultured_bacterium"
"5d1963a4e458bdc7b1edc6dc3a846034","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_I","Clade_Ib",""
"fb9ce07f025bb82cfe2053c56c8a7358","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5_marine_group",""
"b4424dccb4f25c782d391b34a90cfca4","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Sphaerotilus",""
"a8e36044d5d886ba5c9ee3db74ffe46f","Bacteria","Chloroflexi","JG30-KF-CM66","JG30-KF-CM66","JG30-KF-CM66","JG30-KF-CM66","marine_metagenome"
"92d6fbbecf4def6e3f6878415c3409d0","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter",""
"05a8daaee5cda3c05bb2a203740309fd","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Sulfitobacter",""
"ab82f41e9cb3d46e9e9cfaed8be51f17","Bacteria","Proteobacteria","Gammaproteobacteria","JTB23","JTB23","JTB23","metagenome"
"40974bcc45a801f0b9a8a7a9c14ade66","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Roseibacillus",""
"3dd0894a26d41517c77d45cc299da94a","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9_marine_group","NS9_marine_group","uncultured_bacterium"
"5c3c0361a8653b465ede488670a3d790","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","TRA3-20","TRA3-20",""
"2fa946275fa98ebc991b652f652e5aaa","Bacteria","NB1-j","NB1-j","NB1-j","NB1-j","NB1-j","hydrothermal_vent_metagenome"
"aa8def817111d6ef6d1c254b9a0c08a3","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","uncultured",""
"0aedfb5f5982a018d303b1e02ab9e5d5","Bacteria","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","metagenome"
"20b684a842d468922a9642a77402795d","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Halobacteriovorax","uncultured_bacterium"
"3d889070b57cbc4fb1227d03c476e965","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","Candidatus_Puniceispirillum","uncultured_bacterium"
"ed4d6f2769a0a8e33dff5484f4be3f91","Bacteria","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","uncultured_SAR324_cluster_bacterium"
"1e356af563ee98fbec80420c9632ffaf","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","uncultured",""
"b61e908010b2c28d0de88e150744b92b","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Pedosphaeraceae",""
"23517ea6971cd6c8fd825a707a4a5c6a","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula","uncultured_Pirellula_sp."
"c67528d554ab36696d675e3bee16123d","Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","uncultured","uncultured","uncultured_marine_bacterium"
"08c4285c3816ebb7cdf6ad8bb78bad2e","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae","uncultured",""
"cb99a9a48399bce8cd60462e20380b7c","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade","uncultured_delta_proteobacterium"
"c205dc3fe1c4d96af13070ea16f97214","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","uncultured",""
"d07cc8d4385c66e73bdc6352f55c442e","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Gramella",""
"2c63cd01c9f8c73df2e57749c627c5ca","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9_marine_group","NS9_marine_group","hydrothermal_vent_metagenome"
"4d5fc7f5deca674b4a3ac8dc449cb2b6","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","uncultured",""
"affb495e8da4aacd8bf0659b496b8043","Bacteria","Proteobacteria","Gammaproteobacteria","uncultured","uncultured","uncultured","uncultured_Sinobacteraceae_bacterium"
"4d2b8b2d6569898e26f8dd798a6c6cf1","Bacteria","Nitrospinota","Nitrospinia","Nitrospinales","Nitrospinaceae","Nitrospina",""
"c58e7f66d90e3551b77766ce20b6e3e5","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Lentilitoribacter","uncultured_bacterium"
"ec74ae6c4e5133e9572e7d313c7915fb","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9_marine_group","NS9_marine_group",""
"75eefb8eb7f05805a6f6a96096d520d9","Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","Arctic95B-14","Arctic95B-14","uncultured_bacterium_AD106-G5"
"d26440f904e9acb1e4fc2465ab9aa043","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Lacihabitans","uncultured_bacterium"
"ec540eed85eb9df2ac8db0760c8819c7","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9_marine_group","NS9_marine_group","uncultured_marine_bacterium"
"376695bde8669e179779f1025042a7e6","Bacteria","Desulfobacterota","Desulfuromonadia","PB19","PB19","PB19","uncultured_delta_proteobacterium"
"67f3ba517d5649fd8a6671a4ca694edb","Bacteria","Cyanobacteria","Cyanobacteriia","Oxyphotobacteria_Incertae_Sedis","Unknown_Family","Calothrix_KVSF5","uncultured_bacterium"
"295df11de4a5c9c2004cd932b9873145","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae","",""
"0e147ced2024cd5c6b72026f29d166d1","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_II","Clade_II",""
"c56ae7d9b4fb2c0882735a929743ba96","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","","",""
"3849a4b95c06b549d39ad3e4b213998f","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade","uncultured_bacterium"
"598e5e3cde27ef24c54241f249560663","Bacteria","Acidobacteriota","Holophagae","Holophagales","Holophagaceae","Holophagaceae","metagenome"
"0fc105ef53e411f96e57b3c17d0bb0cd","Archaea","Thermoplasmatota","Thermoplasmata","Marine_Group_II","Marine_Group_II","Marine_Group_II","uncultured_marine_group_II_euryarchaeote"
